新田恵利,新田 恵利（にった えり、1968年3月17日 - ）は、日本の歌手、タレント。オフィスウォーカー所属。1985年におニャン子クラブの会員番号4番としてデビューした。ソロデビューしたときに歌った「冬のオペラグラス」がヒットした[1]。,http://news.yahoo.co.jp/pickup/rss.xml,meta
脳動脈瘤,脳動脈瘤（のうどうみゃくりゅう、英: cerebral aneurysm）とは、動脈壁の脆弱性等に起因する先天的な血管壁が瘤状に変化したもの。大きさは1-2mm程度の比較的小さなものから30mmを超える大きなものまでさまざまである。,http://news.yahoo.co.jp/pickup/rss.xml,meta
手術,"手術（しゅじゅつ、英: Surgery, Operation）とは、外科的機器やメスなどを用いて患部を切開し、治療的処置をほどこすこと[1]。通称、略称としてオペとも呼ばれる（独：Operationに由来）。",http://news.yahoo.co.jp/pickup/rss.xml,meta
笑点,この記事には複数の問題があります。改善やノートページでの議論にご協力ください。,http://news.yahoo.co.jp/pickup/rss.xml,meta
朝ドラ,朝ドラ（あさドラ）は、朝ドラマの略であり、以下のテレビドラマの通称。,http://news.yahoo.co.jp/pickup/rss.xml,meta
Yahoo!ニュース,Yahoo!ニュース（ヤフーニュース）は、Yahoo! JAPANが運営するニュースサイト。日本国内や海外のニュース・話題を多岐にわたり提供しているサイトである。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
トピックス,トピックス,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
氏,氏,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
最後,"ラスト (Last, Lust)",http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
取材,この記事には複数の問題があります。改善やノートページでの議論にご協力ください。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
大気,地球の大気（ちきゅうのたいき、英: earth's atmosphere[1]）とは、地球の表面を層状に覆っている気体のこと[2]。地球科学の諸分野で「地表を覆う気体」としての大気を扱う場合は「大気」と呼ぶが、一般的に「身近に存在する大気」や「一定量の大気のまとまり」等としての大気を扱う場合は「空気(air)」と呼ぶ。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
不安定,安定（あんてい）,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
九州,九州（きゅうしゅう）は、日本列島を構成する島の一つで[4]、その南西部に位置する。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
雨,雨（あめ）とは、大気から水の滴が落下する現象で、降水現象および天気の一種[1][2]。また、落下する水滴そのもの（雨粒）のこと[3]。大気に含まれる水蒸気が源であり、冷却されて凝結した微小な水滴が雲を形成、雲の中で水滴が成長し、やがて重力により落下してくるものである。ただし、成長の過程で一旦凍結し氷晶を経て再び融解するものもある[4]。地球上の水循環を構成する最大の淡水供給源で、生態系に多岐にわたり関与するほか、農業や水力発電などを通して人類の生活にも関与している[3][5]。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
17歳,17歳（才）、十七歳（才）,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
選挙違反,選挙違反（せんきょいはん）とは公職選挙法に対する違反行為のこと。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
学校,学校（がっこう、英語: school）は、教育のための建物、または幼児・児童・生徒・学生その他に対して教育が行われる場所のことである。また、そこでことに当たる人々のことをいうこともある。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
知事,知事（ちじ）は、地方行政区画を統轄する官庁の長のことである。英語では governor というが、古代ローマの属州や、イギリスの海外領土の governor は、「知事」ではなく「総督」と訳されることもある。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
五輪,五輪（ごりん）,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
視察,見学（けんがく）とは、実地を見ることによって、見聞と理解を深めることである。教育学の分野では、ヨハン・ハインリヒ・ペスタロッチが「実物教授」を唱えて以来、この方向への道筋が開かれ、20世紀初頭の新教育運動の中で、学習のための遠足、見学が教育現場に方法として取り込まれるようになってきた。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
波紋,波紋（はもん）,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
性同一性障害,"性同一性障害（せいどういつせいしょうがい、英:Gender Identity Disorder, GID）・性別違和は、『生物学的性別（Sex）と性の自己意識（Gender identity、性自認）とが一致しないために、自らの生物学的性別に持続的な違和感を持ち、自己意識に一致する性を求め、時には生物学的性別を己れの性の自己意識に近づけるために性の適合を望むことさえある状態』[1]をいう医学的な疾患名。やや簡潔に『性の自己意識（心の性）と生物学的性別（身体の性、解剖学的性別）が一致しない状態』とも説明されている。",http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
提訴,訴訟（そしょう）とは、紛争の当事者以外の第三者を関与させ、その判断を仰ぐことで紛争を解決すること、またはそのための手続のことである。対義語に自力救済がある。現代においては、国家の司法権の行使によって、その権力を背景に紛争を強制的に解決するための手続のことを訴訟といい、調停、仲裁、和解などと区別される。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
覚醒剤,"覚醒剤（かくせいざい、英語: Amphetamine, 英語: Stimulant drug[1]、「覚醒アミン」とも）とは、アンフェタミン類の精神刺激薬である[2][3][4][5]。脳神経系に作用して心身の働きを一時的に活性化させる（ドーパミン作動性に作用する）ため、覚醒剤精神病と呼ばれる中毒症状を起こす。それに伴い、乱用・依存を誘発することがある。この薬剤の定義として、広義には中枢神経刺激薬を指したり、狭義には覚せい剤取締法で規制されているメタンフェタミンとすることもある[6]。",http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
市場,市場（いちば、しじょう、英: market、 マーケット）とは、定期的に人が集まり商いを行う場所、あるいは、この市場（いちば）における取引機構に類似した社会機構の概念を指す。「市（いち）」「市庭」とも言う。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
警察,警察（けいさつ、仏: Police）は、実力を以て社会の治安を維持する行政作用及びその主体をいい、社会の安全や治安を維持する責任を課された行政機関である。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
親子,親子（おやこ、しんし）とは、親と子のこと[1][2]である。また、その関係[2]。「親子」という語は父母と子の関係を意味する語であるが、生みの親と子の血縁的な関係だけでなく、養親と養子の関係も指す[3]。父と子、あるいは、母と子の関係に限定して使用するときは、それぞれ父子、あるいは、母子という。また、親分と子分の関係、親方と子方の関係など、習俗上親子関係になぞらえた関係（擬制的親子関係）を指しても用いられる[3]。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
否認,"心理社会的発達理論（英語版）
意識
前意識
無意識
精神装置（英語版）
イド・エゴ・スーパーエゴ
リビドー
動因理論（英語版）
転移
逆転移
エゴ防衛
抵抗（英語版）
投影",http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
違憲,違憲（いけん、unconstitutionality）とは、立憲主義の国家において、法令・命令・規則・処分など（以下「法令等」という。）がその国の憲法の規定に違反していることを指す。憲法違反ともいう。対義語は合憲。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
提訴,訴訟（そしょう）とは、紛争の当事者以外の第三者を関与させ、その判断を仰ぐことで紛争を解決すること、またはそのための手続のことである。対義語に自力救済がある。現代においては、国家の司法権の行使によって、その権力を背景に紛争を強制的に解決するための手続のことを訴訟といい、調停、仲裁、和解などと区別される。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
外国人,外国人（がいこくじん、alien＝#英訳を参照）とは、居住または滞在している国家の国籍または市民権を有しない者のこと。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
単純労働,単純労働（たんじゅんろうどう。英：manual labor）とは、知識をさほど要しない労働を指す。工場労働・荷役作業・建設労働などがこれに当たる。,http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
懸念,"不安（ふあん、英語: anxiety, uneasiness）とは、心配に思ったり、恐怖を感じたりすること。または恐怖とも期待ともつかない、何か漠然として気味の悪い心的状態や、よくないことが起こるのではないかという感覚（予期不安）である。",http://news.yahoo.co.jp/pickup/domestic/rss.xml,meta
Yahoo!ニュース,Yahoo!ニュース（ヤフーニュース）は、Yahoo! JAPANが運営するニュースサイト。日本国内や海外のニュース・話題を多岐にわたり提供しているサイトである。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
トピックス,トピックス,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
海外,海外（かいがい）とは、字義どおりには、（ある陸地から見て）海洋を隔てた陸地であるが、通常は「外国」と同義または類義に用いられる。これは、島国であり陸地の国境線を持たない日本に限ったことではない。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
英,英（えい、はなぶさ、はなふさ、〈名乗り：ひで〉）,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
首相,首相（しゅしょう、英語：prime minister）は、首席の宰相ないし大臣を意味し、特に、議院内閣制において行政府たる内閣において首席の大臣を指す。国家元首やその代理人としての総督よりも儀礼上は下位に位置する。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
経済,経済（けいざい、希: οικονομία、羅: oeconomia、英: economy）とは、社会が生産活動を調整するシステム、あるいはその生産活動を指す[1]。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
大,大（おお、だい）,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
打撃,打撃（だげき）,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
リオ,リオ,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
病院,病院（びょういん、英: hospital）は、疾病や疾患に対し医療を提供し、病人を収容する施設のこと。病院よりも小規模な医療施設は診療所（クリニック）と呼ばれる。規模的には病院ではあるが、歴史的な理由によりクリニックの名称を残す施設もある（メイヨー・クリニックなど）。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
IS,"IS, Is, is（アイエス、イズ）",http://news.yahoo.co.jp/pickup/world/rss.xml,meta
奪還,奪還（だっかん）,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
後,前後（ぜんご、まえうしろ）とは、六方位（六方）の名称の一つで、縦や奥行を指す方位の総称。この内、進む方向を前（まえ）、これと対蹠に退く方向を後（うしろ）という。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
市民,市民（しみん）は、政治的共同体である市及び都市においての構成員。個々の人間を指す場合と、人間集団をまとめて指す場合とがある。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
脱出,脱出（だっしゅつ）,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
ローマ,ローマ（伊: Roma、羅: Roma）は、イタリアの首都。欧州有数の世界都市であり、ラツィオ州の州都、ローマ県のコムーネの一つで、ローマ県の県都でもある。英語とフランス語の表記は「Rome」。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
初,初,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
女性,女性（じょせい、希: γυναίκα、仏: Femme）は、男性と対比されるヒト（人間）の性別のこと。一般には生物学のメスと同義だが、社会・個人の価値観や性向に基づいた多様な見方が存在する。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
市長,市町村長（しちょうそんちょう）とは、居住地は行政区画により『市・町・村』と分別され、それぞれの長は「市長」・「町長」・「村長」と呼ばれる。『市町村長』はそれらの総称である。市町村の首長であり、同時に独任制の執行機関でもある。同等の地位である東京都特別区首長の区長を含め、「市区町村長」（しくちょうそんちょう）と言うこともある。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
誕生,誕生（たんじょう、birth）は、生物が生まれること。出生。また、制度・組織・施設などが新しく作られる、成立することなどにも用いられる。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
米,米（こめ、英: rice）は、稲の果実である籾から外皮を取り去った粒状の穀物である。穀物の一種として米穀（べいこく）とも呼ぶ。東アジア・東南アジア・南アジア以外では一般的に主食として特別視することが希薄であり、日本語でいう「米」「稲」「飯」といった、収穫前・収穫後・調理前・調理後などによる区別がない言語が多数ある。例えば英語圏ではすべてriceという同一の単語で扱われる。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
航空機,航空機（こうくうき、aircraft[1]）は、大気中を飛行する機械の総称である[2]。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
100,100（ひゃく、もも）は自然数、また整数において、99の次で101の前の数である。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
機,機,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
イラン,イラン・イスラム共和国（イラン・イスラムきょうわこく、ペルシア語: جمهوری اسلامی ایران‎）、通称イランは、西アジア・中東のイスラム共和制国家。ペルシア、ペルシャともいう。北にアゼルバイジャン、アルメニア、トルクメニスタン、東にパキスタン、アフガニスタン、西にトルコ、イラクと境を接する。また、ペルシア湾をはさんでクウェート、サウジアラビア、バーレーン、カタール、アラブ首長国連邦に面する。首都はテヘラン。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
インドネシア,インドネシア共和国（インドネシアきょうわこく、インドネシア語: Republik Indonesia）、通称インドネシアは、東南アジア南部に位置する共和制国家。首都はジャワ島に位置するジャカルタ。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
軍,軍（ぐん、英語: army）は、軍隊の部隊編制単位の一つ。戦略単位としての性格を持ち、主に陸軍部隊の編成をする際に用いられる。おおむね軍団・師団の上、軍集団・方面軍の下に位置するが、その規模や位置づけは国と時代によって多少の差異がある。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
中国,中国（ちゅうごく）は、ユーラシア大陸の東部を占める地域、および、そこに成立した国家や社会。中華と同義。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
船,船（ふね、舟、舩）とは、人や物をのせて水上を渡航（移動）する目的で作られた乗り物の総称である[1]。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
拿捕,拿捕（だほ）とは、国家が主体となっておこなう船舶の航行の自由を制約する行為のうち、船内に突入し、必要なら白兵戦を経た上で船内を制圧すること。捕獲（ほかく）や鹵獲（ろかく）、拿獲（だかく）ともいう。調査目的の一時的な拿捕は「臨検」、ある海域を航行するすべての船舶を拿捕する場合は「海上封鎖」といったように使い分けられる。しばしば船員の抑留や積荷の没収を伴う場合もある。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
ボート,ボート（蘭: boot; 英: boat）は、通常、河川・湖沼・沿岸で使用される小型船舶で、しばしばより大型の船舶に搭載されて運用される。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
転覆,転覆（てんぷく）は、船舶や列車などがひっくり返ること。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
子供,子供（こども）とは次のような意味で使われている言葉である。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
15,15（十五、じゅうご、とおあまりいつつ） は自然数、また整数において、14 の次で 16 の前の数である。ラテン語では quindecim（クィーンデキム）。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
人,人（ひと、にん、じん）,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
死亡,死亡（しぼう、英: Death）とは、日本の民法、戸籍法、臓器移植法などの法令、新聞などのマスメディア上、或いは、人口統計学などの学術などにおいて使用される、人の死という事象を指す用語である。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
露,露（つゆ）とは空気中に含まれている水蒸気が放射冷却などの影響で植物の葉や建物の外壁などで水滴となったもの。物に露が着くことを結露（けつろ）という。この項では露の自然や生物に関する面について説明する。人工物に関わること、物理的性質については結露の項を参照。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
韓国,大韓民国（だいかんみんこく、朝鮮語: 대한민국、漢字: 大韓民國）、通称韓国（かんこく）は、朝鮮半島（韓半島）南部を実効統治する東アジアの共和制国家であり、戦後の冷戦で誕生した分断国家。憲法上は鴨緑江、豆満江以南の「韓半島及び付属島嶼」全域を領土とするが、現在、北緯38度付近の軍事境界線以北は朝鮮民主主義人民共和国（北朝鮮）の統治下にあり施政権は及んでおらず、1953年の休戦以来、休戦状態にあり現在まで軍事的対立や小規模な衝突が続いている。このため韓国では国家保安法により、北朝鮮（韓国では「北韓」と呼称）を公然と支持する事は禁じられており、「北韓」を支持しているとみられる人物の入国や言論に制限が加えられることがある。海上では南と東に日本、西に中華人民共和国と各々国境を接する。英名のKoreaは、高麗（現代韓国語読み: 고려、コリョ）を由来とする。5千万人の人口のうちおおよそ半数が、世界第5位の人口を有するソウル首都圏に居住する[1]。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
議員,この記事には複数の問題があります。改善やノートページでの議論にご協力ください。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
8,8（八、はち、は、ぱ、や）は、自然数または整数において、7 の次で 9 の前の数である。ラテン語では octo（オクトー）。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
割,割（わり）は割合を示す数値の後につける無次元の単位で、全体を十として示すものである。1割は0.1 = 1/10（10分の1）に等しい。漢数字の小数では「分（ぶ）」に、SI接頭辞ではd（デシ）に、パーセント表示では10%にあたる。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
憲法改正,憲法改正（けんぽうかいせい）とは成文憲法の条文を修正、追加、もしくは削除すること。改憲（かいけん）ともいう。,http://news.yahoo.co.jp/pickup/world/rss.xml,meta
Yahoo!ニュース,Yahoo!ニュース（ヤフーニュース）は、Yahoo! JAPANが運営するニュースサイト。日本国内や海外のニュース・話題を多岐にわたり提供しているサイトである。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
トピックス,トピックス,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
経済,経済（けいざい、希: οικονομία、羅: oeconomia、英: economy）とは、社会が生産活動を調整するシステム、あるいはその生産活動を指す[1]。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
日産,日産（にっさん）,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
中国,中国（ちゅうごく）は、ユーラシア大陸の東部を占める地域、および、そこに成立した国家や社会。中華と同義。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
EV,EV,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
介護,"介護（かいご、英: nursing, elderly care）とは、障害者の生活支援をすること。あるいは高齢者・病人などを介抱し世話をすること。",http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
保育,"保育（ほいく、child care, childcare）は、乳幼児を適切な環境のもとで健康・安全で安定感をもって活動できるように養護するとともに、その心身を健全に発達するように教育することである[1]。",http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
労組,労働組合（ろうどうくみあい、英語：trade union、labour union）とは、労働者の連帯組織であり、誠実な契約交渉の維持・賃上げ・雇用人数の増加・労働環境の向上などの共通目標達成を目的とする集団である。その最も一般的な目的は、「組合員の雇用を維持し改善すること」である[1]。略称は、労組（ろうそ）、ユニオン、単に組合と呼ぶことがある。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
役割,役割（やくわり）又は社会的役割（しゃかいてきやくわり）は社会的な状況で行為者によって概念化される1セットに結合した振る舞いと権利と義務のこと（すなわち期待され学習される行動様式）である。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
ランクル,ランクル,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
没,没日（もつにち）は、太陰太陽暦における暦注の1つ。没（ぼつ）と略する場合もある。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
個性,個性（こせい）とは、個人や個体の持つ、それ特有の性質・特徴。特に個人のそれに関しては、パーソナリティと呼ばれる。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
車,車（くるま）とは、,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
丑の日,丑（うし、ちゅう）は十二支のひとつ。通常十二支の中で第2番目に数えられる。前は子、次は寅である。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
商戦,商戦（しょうせん、商売合戦）とは、商売上の競争のこと。商品やサービスがよく売れる時期に企業が新製品を発売するなどして利益の拡大を図ること。代表的なものとしてボーナス商戦（夏、冬）、クリスマス商戦（歳末商戦）、お盆商戦などがある。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
変化,変化（へんか、へんげ）,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
恵方巻き,恵方巻、恵方巻き（えほうまき）とは、節分に食べると縁起が良いとされている[1]「太巻き（巻き寿司）」、および、大阪を中心として行われているその太巻きを食べる習慣[2][3][4]。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
中野サンプラザ,中野サンプラザ（なかのサンプラザ、英称：Nakano Sunplaza）は、東京都中野区にある宿泊・音楽などの複合施設で、特にコンサート会場として、またアイドルの「聖地」として有名である。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
解体,解体（かいたい）とは、ばらばらにすること。この言葉の使い方によってさまざまな意味を持つ。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
牛タン,牛タン（ぎゅうタン）は、牛の舌部を指す。主に、食用にする場合に用いる語。数十センチの長さがあり、薄切りないし細切れで食用にされる。タンは、英語で舌を意味するtongueの音に由来する。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
5,5（五、ご、う、いつ）は、自然数、また整数において、4 の次で 6 の前の数である。英語の序数詞では、5th、fifthとなる。ラテン語ではquinque（クゥィンクゥェ）。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
割,割（わり）は割合を示す数値の後につける無次元の単位で、全体を十として示すものである。1割は0.1 = 1/10（10分の1）に等しい。漢数字の小数では「分（ぶ）」に、SI接頭辞ではd（デシ）に、パーセント表示では10%にあたる。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
高,高,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
業界,業種（ぎょうしゅ）は、事業や営業の種類という意味であり、産業と同じ意味より細かい分類として使われる。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
悲鳴,悲鳴（ひめい）とはヒトや動物が突然外部から不快な刺激を受けた場合にとっさに出す声である。自らの意思とは関係なく反射的に発することがほとんどであり、心拍数の急上昇を伴うことが多い。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
地下鉄,地下鉄道（ちかてつどう）、略して地下鉄（ちかてつ）とは路線の大部分が地下空間に存在する鉄道である。主に都市高速鉄道として建設される。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
踏切,踏切（ふみきり）とは鉄道と道路が平面交差する場所。法律上は踏切道という場合もある（踏切道改良促進法など）。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
父の日,父の日（ちちのひ）は、父に感謝を表す日。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
特別,特別（とくべつ）とは、広く通用する太郎とは異なる状態、即ち小次郎となる状態のこと。類義語は、「特別なスープ」「徳井」「紀伊」「朱(こと)」「異(こと)」「特(こと)」など。対義語は、「三郎」「一郎」「平田」「通常」「庸常」。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
列車,列車（れっしゃ、独: Zug、英: 仏: train）とは、鉄道の線路の上を走行する車両のことである。鉄道に於いて営業用に運転される鉄道車両ならびに鉄道車両によるサービスのことを指す用語としても用いられる。複数の車両（動力車と客車、または自走車両）を列を成して走ることからこのように称されるが、鉄道の場合は単行（1両のみ）であっても列車と呼ぶ。なお、列車と電車を混同する者もいるが、電車とは列車の中で電力で動くもののことである。これに対して、列車は動力が何であっても良い。,http://news.yahoo.co.jp/pickup/economy/rss.xml,meta
